lat,lng,elat,latevents,elng,lngevents
51.4536672,3.5709125,,,,
47.6779496,9.1732384,,,,
41.3850639,2.1734035,,,,
-22.9068467,-43.1728965,,,,
55.6760968,12.5683371,,,,
31.5546061,74.3571581,,,,
52.3758916,9.7320104,,,,
56.511018,3.515625,,,,
50.794995,-1.117547,,,,
36.140751,-5.353585,,,,
35.8582865,14.4868883,,,,
31.5084926,-9.7595041,,,,
-8.6704582,115.2126293,,,,
24.7142573,58.7373634,,,,
56.1113678,-4.6288602,,,,
33.9191799,-118.4164652,,,,
59.6253541,25.0105801,,,,
49.276656,-0.258658,,,,
19.75,107.75,,,,
-35.2809368,149.1300092,,,,
46.7712101,23.6236353,,,,
39.2726017,-77.636657,,,,
36.85882,119.398525,,,,
52.5200066,13.404954,,,,
40.9180005,-111.8721601,,,,
51.2803993,14.0373888,,,,
-22.9068467,-43.1728965,,,,
34.5531284,18.0480105,,,,
41.8781136,-87.6297982,,,,
-30.559482,22.937506,,,,
47.4785501,19.0901018,,,,
18.7326212,100.8846633,,,,
37.9409422,-93.4010371,,,,
50.296741,-89.058273,,,,
33.7489954,-84.3879824,,,,
63.4305149,10.3950528,,,,
-32.3134951,18.350464,,,,
44.4267674,26.1025384,,,,
38.848848,135,,,,
55.5806165,-5.2108573,,,,
55.458564,-4.629179,,,,
-23.5505199,-46.6333094,,,,
46.227638,2.213749,,,,
55.424117,-5.605374,,,,
18.4655394,-66.1057355,,,,
46.8737648,-96.7678039,,,,
42.7777214,-81.1826527,,,,
25.7616798,-80.1917902,,,,
36.1699412,-115.1398296,,,,
1.4748305,124.8420794,,,,
-0.4948232,117.1436154,,,,
-10.1771997,123.6070329,,,,
-10.1771997,123.6070329,,,,
50.3754565,-4.1426565,,,,
-27.5,153.133333,,,,
-33.137551,81.826172,,,,
-17.9614336,122.235852,,,,
-15.4825,128.122778,,,,
56.511018,3.515625,,,,
24.880095,102.832892,,,,
-13.823056,131.833333,,,,
40.7607793,-111.8910474,,,,
46.4083362,-105.8405582,,,,
37.4223352,-81.6437197,,,,
-28.7264578,153.5983166,,,,
52.38102,-3.117897,,,,
36.753768,3.0587561,,,,
37.1694632,-104.5005407,,,,
50.8551491,0.5630741,,,,
58.250685,-3.433149,,,,
35.5122222,3.9916667,,,,
24.880095,102.832892,,,,
18.0787363,-66.3587056,,,,
49.1422983,-55.3440853,,,,
33.8302961,-116.5452921,,,,
60.472024,8.468946,,,,
40.2621714,-112.0929961,,,,
48.2081743,16.3738189,,,,
38.7222524,-9.1393366,,,,
5.8520355,-55.2038278,,,,
-14.5994134,-28.6731465,,,,
39.1501709,-123.2077831,,,,
-15.74447,-73.871483,,,,
48.954408,-54.6103488,,,,
47.6062095,-122.3320708,,,,
38.7222524,-9.1393366,,,,
28.46763,119.922796,,,,
28.5983159,83.9310623,,,,
-27.5695175,153.0072785,,,,
-9.4438004,147.1802671,,,,
46.227638,2.213749,,,,
34.8151633,-79.183091,,,,
-21.1446586,149.1682653,,,,
15.5006544,32.5598994,,,,
15.5006544,32.5598994,,,,
36.140751,-5.353585,,,,
53.1938062,-6.1188074,,,,
37.0145499,-82.2937534,,,,
44.936664,26.0128616,,,,
-19.2589635,146.8169483,,,,
35.86166,104.195397,,,,
-22.9068467,-43.1728965,,,,
29.3013479,-94.7976958,,,,
34.7351614,-79.3489317,,,,
22.572646,88.363895,,,,
35.7789565,-87.4669587,,,,
48.497109,-68.247412,,,,
60.128161,18.643501,,,,
32.4609764,-84.9877094,,,,
18.5204303,73.8567437,,,,
24.880095,102.832892,,,,
24.880095,102.832892,,,,
-9.4438004,147.1802671,,,,
47.549255,131.6769706,,,,
-22.9779158,150.2743921,,,,
40.653788,-112.7625703,,,,
44.7891785,20.4418578,,,,
35.1495343,-90.0489801,,,,
35.86166,104.195397,,,,
38.5236036,23.8584737,,,,
-5.0122202,141.3470159,,,,
64.5011111,-165.4063889,,,,
44.7891785,20.4418578,,,,
59.2205369,10.9347012,,,,
45.5016889,-73.567256,,,,
27.5584428,95.2710558,,,,
22.572646,88.363895,,,,
49.305666,-1.242834,,,,
49.53207,-1.865804,,,,
49.383333,0.183333,,,,
24.880095,102.832892,,,,
25.234479,110.179954,,,,
-30.0346471,-51.2176584,,,,
-14.5994134,-28.6731465,,,,
54.723977,-4.956053,,,,
-8.5200657,179.198128,,,,
42.96361,-99.0967626,,,,
20.8325254,-75.7284267,,,,
52.321924,1.5985,,,,
53.753825,-2.868558,,,,
55.495587,-4.6142139,,,,
-23.5505199,-46.6333094,,,,
44.7891785,20.4418578,,,,
-16.45,145.373333,,,,
64.2008413,-149.4936733,,,,
-7.9661053,-34.8322058,,,,
47.322047,5.04148,,,,
31.9685988,-99.9018131,,,,
27.860175,95.6273951,,,,
44.442493,18.1726501,,,,
-33.8688197,151.2092955,,,,
59.3913985,8.321121,,,,
47.162494,19.503304,,,,
53.389991,-3.023009,,,,
36.3274502,-119.6456844,,,,
59.4836751,8.6269273,,,,
50.873872,0.00878,,,,
14.45411,-87.0624261,,,,
-0.023559,37.906193,,,,
55.604981,13.003822,,,,
27.5584428,95.2710558,,,,
34.1898566,-118.451357,,,,
-14.5994134,-28.6731465,,,,
50.134664,-0.357056,,,,
27.5584428,95.2710558,,,,
10.6549013,-61.5019256,,,,
34.1808392,-118.3089661,,,,
35.86166,104.195397,,,,
24.880095,102.832892,,,,
-9.8627946,124.3310364,,,,
-37.0012974,144.4937398,,,,
43.1306661,11.0160694,,,,
53.1586694,0.2369247,,,,
37.8043637,-122.2711137,,,,
-19.6303019,-43.8983031,,,,
33.5731104,-7.5898434,,,,
36.8348383,-81.5148368,,,,
33.5182481,-117.68486,,,,
24.880095,102.832892,,,,
39.629526,-79.9558968,,,,
-31.9505269,115.8604572,,,,
32.4709519,-100.4059384,,,,
48.1351253,11.5819806,,,,
52.3555177,-1.1743197,,,,
38.9071923,-77.0368707,,,,
-2.0941169,146.8760951,,,,
51.113618,-0.732073,,,,
49.697797,2.788831,,,,
-5.0122202,141.3470159,,,,
4.9158299,-6.1540241,,,,
35.86166,104.195397,,,,
-28.7773715,114.6149715,,,,
50.608277,-1.960769,,,,
12.9715987,77.5945627,,,,
-14.5994134,-28.6731465,,,,
-0.0917016,34.7679568,,,,
34.1954331,-79.7625625,,,,
40.7127837,-74.0059413,,,,
22.1564699,-100.9855409,,,,
14.6160647,-61.0587804,,,,
19.3898592,-99.1352383,,,,
34.1954331,-79.7625625,,,,
-5.0122202,141.3470159,,,,
36.2050851,-94.7977277,,,,
-6.314993,143.95555,,,,
32.187849,119.425836,,,,
28.0394654,-81.9498042,,,,
51.2966867,-0.8693995,,,,
48.117266,-1.6777926,,,,
50.91535,4.4787175,,,,
39.904211,116.407395,,,,
33.576626,-117.8355719,,,,
23.12911,113.264385,,,,
20.593684,78.96288,,,,
-6.4824784,-76.3726891,,,,
32.187849,119.425836,,,,
48.7986201,8.4400257,,,,
25.4263309,83.1179848,,,,
27.8005828,-97.396381,,,,
45.8459562,12.3184727,,,,
41.648291,13.866845,,,,
31.8671891,10.9856254,,,,
-24.791488,-65.4499197,,,,
-5.7465904,150.7679216,,,,
51.5961189,0.4489254,,,,
45.936698,-0.961697,,,,
29.5844524,-81.2078699,,,,
45.7832856,-108.5006904,,,,
59.9800595,10.6653012,,,,
4.3946735,18.5581899,,,,
40.7127837,-74.0059413,,,,
33.5206608,-86.80249,,,,
43.817072,125.323544,,,,
43.296482,5.36978,,,,
41.5083668,-72.9106202,,,,
49.5908749,-114.523843,,,,
48.00611,0.199556,,,,
41.6893961,-106.4140868,,,,
9.7150631,122.8986812,,,,
46.23824,-63.1310704,,,,
32.6906137,-116.334462,,,,
50.0754452,14.4140315,,,,
-42.8821377,147.3271949,,,,
32.060255,118.796877,,,,
31.230416,121.473701,,,,
39.4004621,-120.183811,,,,
7.873054,80.771797,,,,
35.8854994,14.373372,,,,
39.630867,118.180194,,,,
12.2153659,-85.1660825,,,,
10.1050707,76.6268306,,,,
30.85067,-86.87484,,,,
37.5407246,-77.4360481,,,,
59.9138688,10.7522454,,,,
40.6340026,14.6026805,,,,
7.1453088,3.3590446,,,,
8.7871912,-79.5575342,,,,
29.4860035,-98.4126317,,,,
43.2951,-0.370797,,,,
42.2042586,-72.6162009,,,,
40.3356483,-75.9268747,,,,
36.651216,117.12,,,,
-2.9001285,-79.0058965,,,,
39.350833,-101.7101722,,,,
30.169012,-85.7528783,,,,
16.7753609,94.7381013,,,,
59.9138688,10.7522454,,,,
40.014561,-74.3112574,,,,
35.8582865,14.4868883,,,,
49.443232,1.099971,,,,
41.5067003,-90.5151342,,,,
30.0444196,31.2357116,,,,
55.341539,12.405246,,,,
48.936752,2.425377,,,,
40.8324211,-115.7631232,,,,
-33.4192822,149.5775008,,,,
64.5011111,-165.4063889,,,,
49.1390842,-102.9914807,,,,
50.8503396,4.3517103,,,,
6.51669,-74.09996,,,,
48.954408,-54.6103488,,,,
32.8872094,13.1913383,,,,
35.86166,104.195397,,,,
22.308047,113.9184808,,,,
-7.9661053,-34.8322058,,,,
48.5479718,-58.5815353,,,,
4.0022157,101.0159501,,,,
52.211157,5.9699231,,,,
41.1399814,-104.8202462,,,,
33.8305244,-4.8353154,,,,
41.3113669,-105.5911007,,,,
22.1834038,72.9419965,,,,
26.820553,30.802498,,,,
46.029218,1.418574,,,,
41.49932,-81.6943605,,,,
34.8416435,-118.8648189,,,,
19.492,-97.15,,,,
52.3702157,4.8951679,,,,
59.8056059,-146.3786899,,,,
9.9280694,-84.0907246,,,,
-34.6266731,-58.5943604,,,,
36.2604623,59.6167549,,,,
46.4398305,-122.846783,,,,
34.6937378,135.5021651,,,,
14.0675,121.4925,,,,
21.4691137,-78.6568942,,,,
-22.9068467,-43.1728965,,,,
32.715738,-117.1610838,,,,
31.230416,121.473701,,,,
41.7075394,-86.8950297,,,,
39.07088,-89.6189784,,,,
52.7124708,-8.8730676,,,,
-23.5505199,-46.6333094,,,,
39.4342818,-75.1212927,,,,
36.067108,120.382609,,,,
18.1960128,120.5926679,,,,
51.075215,1.025608,,,,
36.6612387,-80.9239671,,,,
19.0412967,-98.2061996,,,,
29.56301,106.551556,,,,
51.376165,-0.098234,,,,
22.396428,114.109497,,,,
55.6760968,12.5683371,,,,
32.0547771,118.7686301,,,,
38.7222524,-9.1393366,,,,
38.9237244,-75.5777033,,,,
40.2426072,-4.9097818,,,,
39.7392358,-104.990251,,,,
41.2963728,13.2332657,,,,
4.7109886,-74.072092,,,,
29.56301,106.551556,,,,
21.897806,113.286951,,,,
6.6195199,-75.97226,,,,
40.7379299,13.9486184,,,,
45.188529,5.724524,,,,
6.244203,-75.5812119,,,,
7.2007968,79.8736754,,,,
10.4805937,-66.9036063,,,,
14.7645042,-17.3660286,,,,
