lat,lng,elat,latevents,elng,lngevents
32.4609764,-84.9877094,,,,
-13.53195,-71.9674626,,,,
49.2827291,-123.1207375,,,,
39.1201705,-75.2479061,,,,
66.1534796,-18.7519095,,,,
35.4430818,139.3624889,,,,
40.7769271,-73.8739659,,,,
39.6048327,-76.1152289,,,,
43.295388,5.628112,,,,
-34.6462173,-58.4290238,,,,
39.1156615,-77.5636015,,,,
35.0160783,40.44654,,,,
7.369722,12.354722,,,,
28.0836269,-80.6081089,,,,
46.131859,3.425488,,,,
26.3986863,50.0571234,,,,
-34.6558611,-58.6167212,,,,
40.291843,97.045679,,,,
-27.7882061,-64.2739241,,,,
59.8056059,-146.3786899,,,,
40.7127837,-74.0059413,,,,
55.604981,13.003822,,,,
44.4267674,26.1025384,,,,
38.3730379,-110.7140391,,,,
26.0667,50.5577,,,,
68.7986342,16.5414503,,,,
31.7618778,-106.4850217,,,,
35.3737111,-83.2259803,,,,
37.6256827,-0.9965839,,,,
37.6283161,-112.1676947,,,,
55.1209294,-131.4855123,,,,
37.9463889,23.8166667,,,,
34.0836708,74.7972825,,,,
14.5377516,121.0013794,,,,
35.5280783,-108.7425843,,,,
50.035896,2.02821,,,,
40.6491886,14.6117112,,,,
39.5392979,-75.667356,,,,
44.2785962,28.6177131,,,,
59.5469444,-139.7272222,,,,
46.151241,14.995463,,,,
45.5990565,7.9408535,,,,
47.6062095,-122.3320708,,,,
33.0092216,-80.1051709,,,,
35.1495343,-90.0489801,,,,
24.880095,102.832892,,,,
16.7967121,82.2252899,,,,
21.1250077,-101.6859605,,,,
48.856614,2.3522219,,,,
51.5758719,-0.421236,,,,
32.0835407,-81.0998342,,,,
36.5662811,3.5913939,,,,
18.735693,-70.162651,,,,
38.8033178,-76.9897278,,,,
41.805699,123.431472,,,,
17.0506675,54.1065864,,,,
36.778261,-119.4179324,,,,
32.3078,-64.7505,,,,
30.3321838,-81.655651,,,,
50.5760021,9.1929424,,,,
43.5915707,10.4756991,,,,
49.472447,-1.289561,,,,
7.190708,125.455341,,,,
39.9611755,-82.9987942,,,,
-1.4557549,-48.4901799,,,,
42.6886591,2.8948332,,,,
51.4700223,-0.4542955,,,,
64.963051,-19.020835,,,,
41.8781136,-87.6297982,,,,
62.2138889,-144.1288889,,,,
-14.235004,-51.92528,,,,
5.215209,-73.5946249,,,,
42.230243,9.119825,,,,
52.5200066,13.404954,,,,
52.7124708,-8.8730676,,,,
4.7109886,-74.072092,,,,
-4.038333,21.758664,,,,
42.83661,2.665048,,,,
-27.452382,29.1506941,,,,
39.9611755,-82.9987942,,,,
51.723391,-0.534632,,,,
38.994349,-1.8585424,,,,
54.236107,-4.548056,,,,
40.7970312,-76.4118961,,,,
10.6035234,-66.992844,,,,
51.0057936,4.6320416,,,,
51.5209866,-0.4159848,,,,
14.7145173,102.0718281,,,,
-1.4557549,-48.4901799,,,,
22.198745,113.543873,,,,
48.865149,-64.210583,,,,
-34.6036844,-58.3815591,,,,
36.067108,120.382609,,,,
14.7645042,-17.3660286,,,,
24.8614622,67.0099388,,,,
-41.2990517,174.1124665,,,,
10.587508,-66.9213628,,,,
1.2058837,-77.285787,,,,
44.0553908,-91.6663523,,,,
40.5489742,-76.811915,,,,
-31.508056,150.68,,,,
63.4305149,10.3950528,,,,
55.5089021,-4.6109806,,,,
-39.2817207,175.5685104,,,,
53.544389,-113.4909267,,,,
53.4433284,-1.948907,,,,
58.2113889,-136.6483333,,,,
-37.4,144.583333,,,,
53.4083714,-2.9915726,,,,
30.0452462,72.3488721,,,,
31.230416,121.473701,,,,
45.4654219,9.1859243,,,,
25.0329636,121.5654268,,,,
4.7109886,-74.072092,,,,
36.9130756,21.6963472,,,,
22.3156377,114.365341,,,,
40.4167754,-3.7037902,,,,
18.4655394,-66.1057355,,,,
42.4255662,11.1185677,,,,
47.6062095,-122.3320708,,,,
-23.0011932,-44.3019383,,,,
38.6967833,-76.8477485,,,,
-31.7653989,-52.3375886,,,,
31.206074,29.881599,,,,
33.5054748,75.2070379,,,,
32.3078,-64.7505,,,,
56.170641,-4.900365,,,,
59.6425,-151.5483333,,,,
40.8256561,-73.6981858,,,,
48.3677441,-53.3587361,,,,
26.3351,17.228331,,,,
3.650676,-76.850637,,,,
55.6760968,12.5683371,,,,
-9.9298454,-76.2432653,,,,
52.406822,-1.519693,,,,
22.2833333,114.2,,,,
51.7592485,19.4559833,,,,
-28.166667,153.533333,,,,
52.5200066,13.404954,,,,
-40.8755143,175.0667946,,,,
45.0769607,7.7680241,,,,
12.5468838,122.8986812,,,,
39.074208,21.824312,,,,
-27.5953778,-48.5480499,,,,
18.4655394,-66.1057355,,,,
41.1171432,16.8718715,,,,
-33.8558528,150.9948543,,,,
19.0759837,72.8776559,,,,
34.2506356,-118.61481,,,,
47.6062095,-122.3320708,,,,
40.1219081,-74.651754,,,,
-28.8815983,-50.3641803,,,,
-1.4080136,-48.4445409,,,,
-1.3214443,-78.5788601,,,,
53.3503103,-6.2719649,,,,
53.5409298,-2.1113659,,,,
53.6948733,-95.6765487,,,,
-4.4419311,15.2662931,,,,
49.2768822,-69.9596138,,,,
19.0224223,-98.6279013,,,,
-34.6123945,-59.9020067,,,,
41.1399814,-104.8202462,,,,
37.780411,-25.4970466,,,,
38.8799697,-77.1067698,,,,
41.0814447,-81.5190053,,,,
59.9138688,10.7522454,,,,
45.5856077,4.998507,,,,
32.7766642,-96.7969879,,,,
-14.235004,-51.92528,,,,
38.1040864,-122.2566367,,,,
36.061089,103.834304,,,,
20.044002,110.198293,,,,
24.8538097,67.775756,,,,
38.9071923,-77.0368707,,,,
18.8504744,-97.1036396,,,,
48.9412151,2.4970711,,,,
30.375321,69.345116,,,,
38.994349,-1.8585424,,,,
-17.5790302,-65.5796972,,,,
-18.1442811,49.3957836,,,,
10.7201501,122.5621063,,,,
62.399237,-140.371697,,,,
56.511018,3.515625,,,,
50.0754452,14.4140315,,,,
44.977753,-93.2650108,,,,
10.8230989,106.6296638,,,,
51.481581,-3.17909,,,,
39.9333635,32.8597419,,,,
44.6548704,-1.2516627,,,,
22.6034621,88.4476565,,,,
9.322961,-74.570544,,,,
35.4430818,139.3624889,,,,
-1.6647995,-78.6543255,,,,
38.75388,-27.0869431,,,,
33.6890603,-78.8866943,,,,
40.8598219,-74.0593075,,,,
-14.7935051,-39.0463797,,,,
27.6648274,-81.5157535,,,,
10.886123,-72.851515,,,,
26.0667,50.5577,,,,
26.0667,50.5577,,,,
42.1167065,-86.4541894,,,,
-31.8738101,116.7774281,,,,
35.1795543,129.0756416,,,,
33.5731104,-7.5898434,,,,
32.2643375,75.6421121,,,,
-12.46388,14.16529,,,,
34.742227,139.385298,,,,
-30.0346471,-51.2176584,,,,
28.033886,1.659626,,,,
38.2493581,-122.0399663,,,,
5.0902778,101.7663889,,,,
30.43356,30.2426185,,,,
43.100903,-75.232664,,,,
35.6891975,51.3889736,,,,
8.7226625,167.7351935,,,,
45.8150108,15.981919,,,,
59.4021806,13.5114977,,,,
32.6453356,130.958688,,,,
33.5731104,-7.5898434,,,,
45.49135,-92.7854919,,,,
51.5073509,-0.1277583,,,,
51.4700223,-0.4542955,,,,
46.227638,2.213749,,,,
46.0038232,-112.5347776,,,,
44.775122,5.839061,,,,
-7.2574719,112.7520883,,,,
43.0759678,-107.2902839,,,,
-13.53195,-71.9674626,,,,
27.514162,90.433601,,,,
29.6155598,52.4981131,,,,
46.227638,2.213749,,,,
4.3946735,18.5581899,,,,
20.593684,78.96288,,,,
-23.3044524,-51.1695824,,,,
9.3191109,-70.6032995,,,,
16.4023332,120.5960071,,,,
49.4991381,-119.5937077,,,,
-27.7833574,-64.264167,,,,
-30.1531579,30.0694123,,,,
6.1,101.1333333,,,,
39.9525839,-75.1652215,,,,
47.6696057,-117.8777336,,,,
42.0924239,11.7954132,,,,
23.69781,120.960515,,,,
64.0291054,-21.9684626,,,,
38.7216415,-27.2205771,,,,
4.1481842,9.245302,,,,
6.6752,-74.84211,,,,
42.4999942,-96.4003069,,,,
22.267902,114.2111864,,,,
9.321697,-75.294467,,,,
37.8563429,-93.1678139,,,,
30.375321,69.345116,,,,
-27.5953778,-48.5480499,,,,
-53.7860374,-67.7002243,,,,
4.7109886,-74.072092,,,,
34.4437094,-119.7247661,,,,
38.3498195,-81.6326234,,,,
22.208065,114.260281,,,,
24.5550593,-81.7799871,,,,
41.079273,-85.1393513,,,,
35.0853336,-106.6055534,,,,
44.837789,-0.57918,,,,
-22.2302991,-50.8950739,,,,
33.4598415,-94.4154787,,,,
-22.9068467,-43.1728965,,,,
6.244203,-75.5812119,,,,
6.978884,-9.983442,,,,
45.3270631,14.442176,,,,
40.435203,-105.949252,,,,
26.6528495,92.7925592,,,,
-10.9472468,-37.0730823,,,,
45.7124142,3.0155825,,,,
52.3555177,-1.1743197,,,,
-6.7155252,146.999905,,,,
11.3254024,106.477017,,,,
57.0530556,-135.33,,,,
16.2639807,-0.0279867,,,,
-17.4139766,-66.1653224,,,,
-43.0988574,147.7320958,,,,
48.839757,1.165705,,,,
-23.4336578,-45.0838481,,,,
37.579476,-122.0246772,,,,
-23.5505199,-46.6333094,,,,
37.4852152,-122.2363548,,,,
39.5341789,2.8577105,,,,
12.9715987,77.5945627,,,,
-16.489689,-68.1192936,,,,
20.3402389,-102.2083074,,,,
-30.030286,29.6035495,,,,
37.8563429,-93.1678139,,,,
49.1497222,-124.0511111,,,,
41.9973462,21.4279956,,,,
16.9181251,-89.8926065,,,,
35.171723,-103.7249662,,,,
30.0444196,31.2357116,,,,
22.572646,88.363895,,,,
47.3768866,8.541694,,,,
16.8070694,-98.7350079,,,,
39.7392358,-104.990251,,,,
-6.314993,143.95555,,,,
40.6639916,-74.2107006,,,,
35.6891975,51.3889736,,,,
42.2525629,-78.8055896,,,,
64.8377778,-147.7163889,,,,
33.4483771,-112.0740373,,,,
22.572646,88.363895,,,,
-14.658228,49.6452092,,,,
52.1306607,-3.7837117,,,,
53.243025,-131.820879,,,,
40.6639916,-74.2107006,,,,
-5.0487359,18.7838572,,,,
35.3322177,139.1505999,,,,
40.6639916,-74.2107006,,,,
47.5301011,-122.0326191,,,,
37.598557,13.2907835,,,,
3.8480325,11.5020752,,,,
21.1458004,79.0881546,,,,
-18.9146078,-48.2753801,,,,
43.7101728,7.2619532,,,,
10.3156992,123.8854366,,,,
29.5688411,-97.9647269,,,,
48.8316351,-64.4869016,,,,
50.1109221,8.6821267,,,,
36.7598084,3.0626481,,,,
55.755826,37.6173,,,,
10.3401921,-68.7453064,,,,
16.4023332,120.5960071,,,,
40.7127837,-74.0059413,,,,
34.727355,139.394632,,,,
23.831457,91.2867777,,,,
18.4655394,-66.1057355,,,,
33.9791793,-118.032844,,,,
15.7390247,-88.5955418,,,,
-7.336239,-47.4638414,,,,
28.7040592,77.1024902,,,,
59.2089131,9.6057526,,,,
4.597479,101.090106,,,,
-23.5505199,-46.6333094,,,,
-3.1190275,-60.0217314,,,,
20.5072923,-13.052978,,,,
58.487952,19.863281,,,,
52.38994,0.537442,,,,
55.3337678,-1.5844757,,,,
-22.9068467,-43.1728965,,,,
-16.8078452,-49.9198367,,,,
38.0176177,12.537202,,,,
32.630728,73.0117665,,,,
13.1234679,32.650351,,,,
51.2868939,-0.752615,,,,
9.2344395,-78.192625,,,,
16.616667,145.616667,,,,
21.7991419,31.3713164,,,,
56.4906712,-4.2026458,,,,
-14.235004,-51.92528,,,,
37.751853,128.8760574,,,,
35.1982836,-111.651302,,,,
13.330266,14.1001326,,,,
63.3314794,-149.1272833,,,,
37.566535,126.9779692,,,,
61.2180556,-149.9002778,,,,
45.943568,-108.3423516,,,,
61.2422222,-148.1933333,,,,
47.2528768,-122.4442906,,,,
42.6977082,23.3218675,,,,
32.3658167,-64.7005543,,,,
47.1301417,-119.2780771,,,,
25.7616798,-80.1917902,,,,
10.4805937,-66.9036063,,,,
35.6891975,51.3889736,,,,
24.4458333,118.3761111,,,,
54.597285,-5.93012,,,,
48.44064,0.54682,,,,
42.0371544,-111.395956,,,,
37.3110897,13.5765475,,,,
39.3028794,9.1980134,,,,
53.1355091,-57.6604364,,,,
20.690696,101.9861694,,,,
44.885793,-0.648815,,,,
30.0444196,31.2357116,,,,
30.6953657,-88.0398912,,,,
24.8614622,67.0099388,,,,
41.9242917,-72.6454469,,,,
24.3268117,92.0126276,,,,
16.0544068,108.2021667,,,,
48.1364139,-53.6128895,,,,
37.5865679,-122.0645238,,,,
-23.5492651,-46.9331962,,,,
-6.369028,34.888822,,,,
18.0178743,-76.8099041,,,,
-19.5354306,45.4615785,,,,
26.1445169,91.7362365,,,,
47.3756578,-121.8684444,,,,
21.0277644,105.8341598,,,,
37.6909682,-122.3107517,,,,
22.9867569,87.8549755,,,,
50.9946057,-4.5338098,,,,
28.6139391,77.2090212,,,,
54.3150367,-130.3208187,,,,
32.5448714,-94.3674184,,,,
52.3702157,4.8951679,,,,
-27.3665763,-70.3321587,,,,
37.7799273,-121.9780153,,,,
14.7145173,102.0718281,,,,
-23.5505199,-46.6333094,,,,
35.7090259,139.7319925,,,,
19.279619,166.6499348,,,,
30.6324149,-87.0396881,,,,
40.9676726,126.5990916,,,,
62.459665,-114.3821062,,,,
39.898462,32.875086,,,,
25.3462553,55.4209317,,,,
54.2170944,-9.2158713,,,,
32.715738,-117.1610838,,,,
44.3863,6.650463,,,,
46.8451007,-122.6562348,,,,
14.22246,-88.549629,,,,
21.0961842,-89.5756987,,,,
42.6525793,-73.7562317,,,,
39.9333635,32.8597419,,,,
38.2526647,-85.7584557,,,,
50.1109221,8.6821267,,,,
22.3686613,103.3119085,,,,
25.6866142,-100.3161126,,,,
40.7127837,-74.0059413,,,,
37.4635519,-122.4285862,,,,
-19.5722805,-65.7550063,,,,
54.8826778,-1.6003726,,,,
41.1330027,-3.5824103,,,,
21.1458004,79.0881546,,,,
47.3768866,8.541694,,,,
34.802075,38.996815,,,,
34.352865,62.2040287,,,,
40.345477,26.6843049,,,,
51.8032442,-0.6016021,,,,
42.7781867,10.1927389,,,,
5.070275,-75.5138166,,,,
33.7700504,-118.1937395,,,,
41.9027835,12.4963655,,,,
50.0754452,14.4140315,,,,
39.0997265,-94.5785667,,,,
43.0646147,141.3468074,,,,
61.4869164,-150.6544934,,,,
36.0442999,14.2512221,,,,
28.6139391,77.2090212,,,,
43.7518832,-105.4913345,,,,
44.2555539,6.925441,,,,
1.3087643,103.8728273,,,,
-21.1424956,149.1821469,,,,
38.8317815,-76.611351,,,,
25.6866142,-100.3161126,,,,
36.9914194,35.3308285,,,,
21.0277644,105.8341598,,,,
38.803377,15.2326454,,,,
50.3915811,-105.5348562,,,,
-33.4378305,-70.6504492,,,,
19.6093003,103.7289167,,,,
-29.4097101,-66.892833,,,,
22.572646,88.363895,,,,
-40.9142336,175.0083802,,,,
-11.103125,-38.518019,,,,
46.5546503,15.6458812,,,,
-23.5505199,-46.6333094,,,,
16.0544563,108.0717219,,,,
51.081397,1.169456,,,,
-12.9730401,-38.502304,,,,
20.017378,110.349229,,,,
62.9532043,-155.5959922,,,,
38.7216415,-27.2205771,,,,
14.058324,108.277199,,,,
15.1105068,105.8172881,,,,
43.1535728,-93.2010367,,,,
56.511018,3.515625,,,,
48.2335629,2.625239,,,,
44.0805434,-103.2310149,,,,
52.6105253,-9.1051123,,,,
-22.9068467,-43.1728965,,,,
30.0444196,31.2357116,,,,
44.2049744,7.5750549,,,,
38.3365032,-75.0849058,,,,
39.325043,-76.6448018,,,,
-36.8908218,145.164489,,,,
-10.6776695,-76.2612763,,,,
44.4686696,-71.1850768,,,,
19.8833959,102.1346874,,,,
48.1485965,17.1077477,,,,
6.3585216,-63.580611,,,,
40.7127837,-74.0059413,,,,
40.4406248,-79.9958864,,,,
55.495587,-4.6142139,,,,
55.755826,37.6173,,,,
52.2869741,104.3050183,,,,
53.41291,-8.24389,,,,
39.0836712,-84.5085536,,,,
41.6005448,-93.6091064,,,,
-1.32278,-69.578549,,,,
21.1458004,79.0881546,,,,
4.9757165,8.3417006,,,,
41.9027835,12.4963655,,,,
35.0853336,-106.6055534,,,,
-17.8251657,31.03351,,,,
-14.8619237,-40.8445346,,,,
20.5260029,-104.7892254,,,,
4.211875,-76.318513,,,,
31.4944026,-91.2863054,,,,
21.4389123,-158.0000565,,,,
44.504194,-123.551139,,,,
30.421309,-87.2169149,,,,
40.7298207,-73.2103934,,,,
3.9329945,108.1812242,,,,
7.369722,12.354722,,,,
-3.4,39.95,,,,
10.1445691,-64.67768,,,,
53.544389,-113.4909267,,,,
7.369722,12.354722,,,,
-25.2637399,-57.575926,,,,
21.1250077,-101.6859605,,,,
17.0594169,-96.7216219,,,,
41.8781136,-87.6297982,,,,
41.3981081,23.2066849,,,,
37.7252315,-92.1646722,,,,
51.6754966,39.2088823,,,,
48.536616,8.5479869,,,,
-20.5234431,-41.90769,,,,
26.8133537,85.4839604,,,,
20.8765931,95.8601611,,,,
34.1808392,-118.3089661,,,,
4.6298411,11.7068294,,,,
54.153255,-113.125807,,,,
30.7546215,20.2265469,,,,
-3.546318,-124.068605,,,,
-9.189967,-75.015152,,,,
41.2983055,-106.1416774,,,,
48.2081743,16.3738189,,,,
40.1672068,-105.1019275,,,,
47.6062095,-122.3320708,,,,
36.1699412,-115.1398296,,,,
24.774355,141.327114,,,,
37.4522617,-120.7018349,,,,
-1.4557549,-48.4901799,,,,
32.7343442,-80.2417651,,,,
-23.5505199,-46.6333094,,,,
30.3321838,-81.655651,,,,
-42.91,147.6,,,,
52.568437,-65.8789649,,,,
49.1599824,20.8782788,,,,
45.764043,4.835659,,,,
63.746693,-68.5169669,,,,
58.102996,-68.418839,,,,
37.5836689,-121.9871217,,,,
35.8216306,14.4810648,,,,
30.0444196,31.2357116,,,,
36.2021047,37.1342603,,,,
32.4924769,74.5310403,,,,
26.6528495,92.7925592,,,,
54.9987416,-1.9262191,,,,
18.1140272,75.0319086,,,,
14.9798997,102.0977693,,,,
40.4406248,-79.9958864,,,,
47.6062095,-122.3320708,,,,
60.4160247,-150.3734777,,,,
-2.6377762,-56.7295262,,,,
51.5073509,-0.1277583,,,,
27.7172453,85.3239605,,,,
45.4558019,-75.5047333,,,,
14.6349149,-90.5068824,,,,
40.2203907,-74.0120817,,,,
12.0021794,8.5919561,,,,
36.0544445,-112.1401108,,,,
42.0964314,-83.2918744,,,,
39.9726147,-74.5829331,,,,
-33.1231585,-64.3493441,,,,
20.8617622,96.0520363,,,,
55.204498,-162.7183867,,,,
31.9453633,35.9283895,,,,
36.7473114,-95.9808179,,,,
64.5011111,-165.4063889,,,,
51.6448241,-0.3030097,,,,
-3.546318,-124.068605,,,,
23.831457,91.2867777,,,,
34.5531284,18.0480105,,,,
51.8771785,0.1783494,,,,
62.4678828,11.2384101,,,,
12.1972071,-86.7579787,,,,
-30.0346471,-51.2176584,,,,
4.570868,-74.297333,,,,
47.5762223,8.5219809,,,,
48.856614,2.3522219,,,,
10.4805937,-66.9036063,,,,
0.869892,-73.8419063,,,,
49.1579401,-121.9514666,,,,
48.452186,2.474807,,,,
50.2278016,11.0222093,,,,
44.0536734,12.5968588,,,,
26.2361248,50.0393017,,,,
36.2695388,-95.8547119,,,,
-34.6036844,-58.3815591,,,,
11.5141431,-85.5817911,,,,
48.856614,2.3522219,,,,
34.2586812,-118.288508,,,,
40.7127837,-74.0059413,,,,
37.5586545,126.7944739,,,,
48.0223129,-123.0060075,,,,
52.674688,1.225551,,,,
7.122109,-73.1152551,,,,
53.4807593,-2.2426305,,,,
10.3156992,123.8854366,,,,
-17.6869776,-66.5075079,,,,
59.8056059,-146.3786899,,,,
-31.3301424,-54.1004622,,,,
36.753768,3.0587561,,,,
-14.235004,-51.92528,,,,
20.9673702,-89.5925857,,,,
29.7977778,35.3175,,,,
35.4655761,44.3803921,,,,
51.3085798,-0.8554146,,,,
22.4896872,88.3894769,,,,
40.4653704,-3.5951518,,,,
-41.1334722,-71.3102778,,,,
61.156703,-45.4254299,,,,
28.6139391,77.2090212,,,,
55.755826,37.6173,,,,
47.6363377,9.3892445,,,,
39.2387164,-77.2794288,,,,
50.7208228,-127.4966666,,,,
30.8077878,73.4467201,,,,
-1.0381022,135.9800848,,,,
34.8640316,-116.888098,,,,
46.577985,-71.624762,,,,
55.6760968,12.5683371,,,,
26.2006043,92.9375739,,,,
14.6572108,-86.2107672,,,,
9.1125961,-70.4022789,,,,
41.635409,-70.9198792,,,,
-34.9011127,-56.1645314,,,,
33.8886106,35.4954772,,,,
54.7877149,-6.4923145,,,,
40.4167754,-3.7037902,,,,
19.8301251,-90.5349087,,,,
51.454513,-2.58791,,,,
21.3069444,-157.8583333,,,,
39.5696005,2.6501603,,,,
52.3555177,-1.1743197,,,,
-43.5320544,172.6362254,,,,
-36.231159,-61.120602,,,,
52.9399159,-73.5491361,,,,
8.162411,123.7741195,,,,
51.905225,0.19691,,,,
21.4389123,-158.0000565,,,,
-34.6036844,-58.3815591,,,,
-1.4557549,-48.4901799,,,,
-16.489689,-68.1192936,,,,
-22.9068467,-43.1728965,,,,
28.6139391,77.2090212,,,,
33.9022367,-118.081733,,,,
48.1351253,11.5819806,,,,
43.941194,1.9921422,,,,
39.7023111,-31.1080244,,,,
53.598398,-2.554762,,,,
26.5,128,,,,
31.3306218,32.0496521,,,,
35.14726,-107.8514466,,,,
27.7172453,85.3239605,,,,
25.7616798,-80.1917902,,,,
33.2101155,-97.7547552,,,,
-0.1806532,-78.4678382,,,,
43.5250265,-84.1227598,,,,
-0.6633333,-78.715,,,,
41.2800161,1.9766294,,,,
36.1699412,-115.1398296,,,,
33.5731104,-7.5898434,,,,
39.3142682,-77.6277679,,,,
28.4594965,77.0266383,,,,
36.6997294,3.0576199,,,,
-22.9068467,-43.1728965,,,,
14.5995124,120.9842195,,,,
20.6596988,-103.3496092,,,,
39.4562099,-77.9638869,,,,
-25.4289541,-49.267137,,,,
27.0897099,75.6935323,,,,
42.1544318,-72.5784089,,,,
23.810332,90.4125181,,,,
32.0947711,20.1879106,,,,
36.204824,138.252924,,,,
-21.0335047,-47.7768767,,,,
53.2,-9.233333,,,,
41.286106,-70.096328,,,,
52.0515032,113.4711906,,,,
40.3552211,43.9915853,,,,
51.5073509,-0.1277583,,,,
13.444304,144.793731,,,,
-7.2290752,-35.8808337,,,,
38.9071923,-77.0368707,,,,
35.4408005,139.231161,,,,
45.6669761,5.5524524,,,,
34.5531284,18.0480105,,,,
44.0782195,-116.9337711,,,,
11.15,-72.2422222,,,,
-21.2664483,-63.4508107,,,,
55.5111372,47.4975961,,,,
47.1030065,-54.1859324,,,,
41.4495955,12.6197253,,,,
20.7546215,-75.737149,,,,
42.7376608,12.9364422,,,,
-16.489689,-68.1192936,,,,
40.5852602,-105.084423,,,,
40.6731798,-4.0875528,,,,
50.764107,-1.771998,,,,
-17.8251657,31.03351,,,,
-22.9068467,-43.1728965,,,,
7.1966596,35.4288797,,,,
15.5,-91.9158333,,,,
36.4625455,-82.1934997,,,,
-22.9068467,-43.1728965,,,,
36.5832769,-118.7156531,,,,
-38.0054771,-57.5426106,,,,
8.5698244,-71.1804988,,,,
31.9891204,35.806491,,,,
40.6327278,17.9417616,,,,
30.0474332,-99.1403189,,,,
43.1535728,-93.2010367,,,,
40.7769271,-73.8739659,,,,
51.1531915,-0.1681955,,,,
-36.1833319,-72.0473137,,,,
33.8886106,35.4954772,,,,
12.1149926,-86.2361744,,,,
26.366554,94.91362,,,,
39.8873296,4.2596195,,,,
4.0556723,16.1092127,,,,
24.8332708,92.7789054,,,,
31.5393701,-82.4623557,,,,
19.3692759,-99.2336948,,,,
38.5012085,43.3729793,,,,
40.2249037,-1.7435392,,,,
39.6952629,3.0175712,,,,
38.3498195,-81.6326234,,,,
39.3622348,-76.3692987,,,,
-8.929933,-74.7059059,,,,
-38.0054771,-57.5426106,,,,
-9.1382287,-78.1835179,,,,
12.865416,-85.207229,,,,
-9.189967,-75.015152,,,,
45.4654219,9.1859243,,,,
26.5,128,,,,
20.593684,78.96288,,,,
24.8614622,67.0099388,,,,
40.9064873,-72.7434331,,,,
41.3850639,2.1734035,,,,
-25.2637399,-57.575926,,,,
32.4487364,-99.7331439,,,,
20.5270592,-97.4629119,,,,
14.0722751,-87.192136,,,,
-23.5505199,-46.6333094,,,,
44.837789,-0.57918,,,,
52.0630435,-176.0965562,,,,
31.4637866,-96.0580197,,,,
34.9530337,-120.4357191,,,,
37.9838096,23.7275388,,,,
38.0684692,-78.8894682,,,,
48.492501,-67.743253,,,,
25.916393,-90.086799,,,,
49.839683,24.029717,,,,
41.8781136,-87.6297982,,,,
41.2411897,-77.0010786,,,,
10.3910485,-75.4794257,,,,
41.2994958,69.2400734,,,,
55.3422222,-131.6461111,,,,
41.9027835,12.4963655,,,,
-22.9068467,-43.1728965,,,,
-2.9760735,104.7754307,,,,
-17.8348334,-60.7504879,,,,
28.375797,93.247864,,,,
34.0689908,-78.1326254,,,,
31.50022,17.999946,,,,
37.3438906,-77.071268,,,,
39.9333635,32.8597419,,,,
50.4233463,80.250811,,,,
18.4762228,-77.8938895,,,,
-11.7365444,130.4312584,,,,
-16.290154,-63.588653,,,,
-22.9068467,-43.1728965,,,,
52.7124708,-8.8730676,,,,
49.839683,24.029717,,,,
8.0542,-76.6872999,,,,
35.7090259,139.7319925,,,,
37.9485197,-86.7671845,,,,
8.049293,-75.57405,,,,
13.7405282,-84.7811621,,,,
-31.7653989,-52.3375886,,,,
25.0329636,121.5654268,,,,
48.5479718,-58.5815353,,,,
4.7109886,-74.072092,,,,
35.7344538,-81.3444573,,,,
1.574278,30.2397336,,,,
8.9180089,-67.4158925,,,,
13.0234177,23.8584737,,,,
-31.3854988,-57.9600793,,,,
-35.0805157,-69.5828236,,,,
33.7489954,-84.3879824,,,,
-21.1424956,149.1821469,,,,
61.1725,-148.2683333,,,,
-22.9068467,-43.1728965,,,,
39.7649223,-74.2693297,,,,
26.7505337,51.6834275,,,,
-0.1806532,-78.4678382,,,,
14.5995124,120.9842195,,,,
7.6738908,36.8357927,,,,
-1.658501,29.2204548,,,,
41.8794758,-87.81367,,,,
44.0678288,12.5695158,,,,
-15.5641036,-68.0188096,,,,
50.4501,30.5234,,,,
31.2370612,-6.1261925,,,,
35.3387352,25.1442126,,,,
14.7645042,-17.3660286,,,,
13.4762824,144.7502228,,,,
26.2123124,127.6791568,,,,
55.755826,37.6173,,,,
19.091141,-98.881554,,,,
42.7781867,10.1927389,,,,
42.3531434,-71.0905889,,,,
42.7781867,10.1927389,,,,
41.2979981,-112.0860538,,,,
61.52401,105.318756,,,,
46.8787176,-113.996586,,,,
41.6639383,-83.555212,,,,
27.5065119,83.4376749,,,,
-0.1806532,-78.4678382,,,,
14.5995124,120.9842195,,,,
-8.948942,-54.901562,,,,
-34.4429759,-59.4472466,,,,
-34.7635133,-72.0797766,,,,
28.9230155,9.7678687,,,,
47.2528768,-122.4442906,,,,
40.6000471,-74.054907,,,,
48.1351253,11.5819806,,,,
10.3156992,123.8854366,,,,
50.090434,14.312843,,,,
63.1606218,21.8418931,,,,
41.436705,-74.032629,,,,
32.7015142,-117.2076961,,,,
-6.7352778,107.5847222,,,,
37.4391648,-4.1929216,,,,
41.0720465,-71.8572881,,,,
-7.2574719,112.7520883,,,,
50.8503396,4.3517103,,,,
10.4805937,-66.9036063,,,,
-5.7792569,-35.200916,,,,
49.606944,11.256389,,,,
1.352083,103.819836,,,,
38.7222524,-9.1393366,,,,
30.0444196,31.2357116,,,,
12.0021794,8.5919561,,,,
-34.6036844,-58.3815591,,,,
46.482526,30.7233095,,,,
39.7392358,-104.990251,,,,
33.5731104,-7.5898434,,,,
-36.7749672,-59.8540382,,,,
52.7228375,174.1123656,,,,
47.497912,19.040235,,,,
58.8887958,5.6530475,,,,
